batch_id,inspection_date,inspector_id,product_type,pass_fail,defect_type,defect_rate_pct,rework_flag,sample_size,defects_found,measurement_tool,hold_released,customer_specific,remarks
BATCH-2022-0407,2024-12-11,QC-09,Brake Pad Type B,REWORK,Vibration at speed,10.071,N,21.0,0.0,Vernier,N,OEM-TVS,Re-inspect after rework
BATCH-2022-0143,2022-08-21,QC-05,Wheel Hub Assy,PASS,,3.5469,Y,158.0,0.0,Go/No-Go gauge,Y,OEM-TVS,Customer concession raised
BATCH-2021-0034,2023-12-10,QC-06,Brake Disc,FAIL,Surface delamination,1.5351,N,174.0,2.0,Go/No-Go gauge,N,,Re-inspect after rework
BATCH-2021-0192,2024-03-17,QC-08,Brake Shoe,PASS,,10.7031,Y,55.0,0.0,Visual,N,OEM-RENAULT,Escalated to QA Manager
BATCH-2022-0111,2022-10-17,QC-08,Brake Pad Type B,FAIL,Friction material cracking,2.1678,N,146.0,21.0,Visual,N,OEM-RENAULT,Borderline - monitor next batch
BATCH-2021-0135,2024-11-21,QC-09,Disc Brake Caliper,REWORK,Porosity - casting defect,5.9845,N,59.0,12.0,Go/No-Go gauge,Y,OEM-BAJAJ,Re-inspect after rework
BATCH-2022-0353,2024-06-22,QC-06,ABS Sensor Ring,PASS,,3.9322,N,141.0,0.0,CMM,Y,OEM-HONDA,
BATCH-2023-0278,2021-11-18,QC-01,Brake Pad Type B,FAIL,Surface delamination,8.6618,Y,31.0,9.0,CMM,N,OEM-SUZUKI,Escalated to QA Manager
BATCH-2024-0500,2023-04-20,QC-08,Disc Brake Caliper,PASS,,1.4908,Y,144.0,0.0,Vernier,Y,OEM-MARUTI,
BATCH-2022-0345,2024-12-27,QC-02,Clutch Plate,PASS,,9.3024,N,40.0,0.0,Hardness tester,,OEM-BAJAJ,Escalated to QA Manager
BATCH-2023-0455,2023-01-17,QC-04,Brake Pad Type A,PASS,,2.4441,N,172.0,0.0,Height gauge,N,OEM-TVS,OK
BATCH-2023-0229,2024-12-27,QC-01,Brake Pad Type A,FAIL,Adhesive bond failure,10.8047,Y,189.0,2.0,Go/No-Go gauge,N,OEM-FORD,Borderline - monitor next batch
BATCH-2024-0155,2022-12-23,QC-06,Brake Disc,PASS,,1.9892,N,135.0,0.0,,N,OEM-BAJAJ,Escalated to QA Manager
BATCH-2022-0257,2021-01-15,QC-01,Wheel Hub Assy,FAIL,Corrosion pitting,1.9435,N,148.0,16.0,Go/No-Go gauge,N,OEM-MAHINDRA,Borderline - monitor next batch
BATCH-2021-0452,2021-12-13,QC-09,Brake Disc,REWORK,Surface delamination,6.0695,,149.0,22.0,Go/No-Go gauge,N,OEM-MAHINDRA,Escalated to QA Manager
BATCH-2023-0143,2024-05-13,QC-04,ABS Sensor Ring,PASS,,2.466,,86.0,0.0,Height gauge,N,OEM-BAJAJ,Re-inspect after rework
BATCH-2021-0219,2024-09-16,QC-06,Brake Shoe,PASS,,9.8028,N,83.0,0.0,Vernier,N,OEM-FORD,Customer concession raised
BATCH-2023-0404,2023-11-26,QC-07,Brake Shoe,PASS,,0.5701,N,169.0,0.0,Torque wrench,Y,OEM-HONDA,Waived by OEM
BATCH-2024-0258,2024-05-10,QC-03,Disc Brake Caliper,PASS,,0.1879,N,184.0,0.0,Go/No-Go gauge,Y,OEM-MAHINDRA,Waived by OEM
BATCH-2021-0242,2024-03-10,QC-01,Brake Disc,FAIL,Warpage > 0.3 mm,11.2174,N,31.0,5.0,Hardness tester,,OEM-MARUTI,Escalated to QA Manager
BATCH-2022-0298,2023-10-01,QC-06,Brake Pad Type A,PASS,,4.6387,N,85.0,0.0,Height gauge,N,OEM-SUZUKI,Escalated to QA Manager
BATCH-2023-0486,2024-02-19,QC-05,Wheel Hub Assy,PASS,,3.7465,N,105.0,0.0,Go/No-Go gauge,Y,,OK
BATCH-2023-0276,2024-11-11,QC-06,ABS Sensor Ring,PASS,,0.6195,N,,0.0,Go/No-Go gauge,Y,,Borderline - monitor next batch
BATCH-2024-0384,2023-10-05,QC-02,Brake Disc,PASS,,9.5069,N,61.0,,Vernier,Y,OEM-MAHINDRA,Borderline - monitor next batch
BATCH-2024-0398,2022-05-08,QC-05,ABS Sensor Ring,PASS,,5.6705,Y,120.0,0.0,Torque wrench,,OEM-FORD,Waived by OEM
BATCH-2021-0421,2024-08-21,QC-03,Wheel Hub Assy,PASS,,10.3932,Y,65.0,0.0,Height gauge,Y,OEM-MARUTI,Escalated to QA Manager
BATCH-2024-0487,2022-12-16,QC-05,Brake Pad Type B,PASS,,5.2614,N,83.0,0.0,Height gauge,Y,,Borderline - monitor next batch
BATCH-2024-0068,2024-10-20,QC-07,Brake Disc,PASS,,11.2281,N,55.0,0.0,Height gauge,N,OEM-TVS,
BATCH-2021-0039,2024-08-16,QC-09,Disc Brake Caliper,PASS,,0.3176,Y,99.0,0.0,Vernier,,OEM-HONDA,Waived by OEM
BATCH-2021-0136,2024-04-25,QC-08,CV Joint,REWORK,Noise under braking,9.9452,Y,,20.0,Go/No-Go gauge,,OEM-HONDA,OK
BATCH-2022-0210,2023-04-03,QC-06,Clutch Plate,PASS,,4.2573,Y,153.0,0.0,,N,OEM-TVS,Borderline - monitor next batch
BATCH-2021-0291,2022-02-19,QC-03,Disc Brake Caliper,REWORK,Dimensional out-of-spec,5.6467,Y,105.0,7.0,CMM,Y,OEM-RENAULT,Re-inspect after rework
BATCH-2021-0327,2021-08-16,QC-02,Brake Shoe,PASS,,9.5141,Y,163.0,0.0,Hardness tester,Y,OEM-TATA,Customer concession raised
BATCH-2022-0264,2024-09-22,QC-02,Brake Shoe,PASS,,7.7001,Y,66.0,0.0,,Y,OEM-TVS,Re-inspect after rework
BATCH-2021-0248,2023-11-23,QC-02,ABS Sensor Ring,PASS,,3.7708,N,36.0,0.0,CMM,,,Customer concession raised
BATCH-2021-0261,2023-09-03,QC-09,Brake Shoe,PASS,,3.1985,N,102.0,0.0,Hardness tester,N,OEM-FORD,Borderline - monitor next batch
BATCH-2024-0485,2023-07-15,QC-08,CV Joint,REWORK,Edge chipping,5.51,,159.0,,Hardness tester,N,OEM-MARUTI,Re-inspect after rework
BATCH-2024-0299,2024-04-16,QC-04,Drum Brake Assy,PASS,,0.5201,N,127.0,0.0,Vernier,N,,Re-inspect after rework
BATCH-2023-0138,2024-09-29,QC-05,Brake Shoe,PASS,,4.7151,N,195.0,0.0,CMM,N,OEM-BAJAJ,OK
BATCH-2022-0342,2024-12-28,QC-03,Disc Brake Caliper,PASS,,11.4684,Y,193.0,0.0,Height gauge,,OEM-TVS,OK
BATCH-2024-0204,2024-06-07,QC-09,Disc Brake Caliper,REWORK,Vibration at speed,7.7255,,81.0,13.0,CMM,N,OEM-HONDA,OK
BATCH-2024-0146,2023-08-09,QC-01,ABS Sensor Ring,PASS,,7.3366,Y,87.0,0.0,Vernier,N,OEM-HONDA,Customer concession raised
BATCH-2022-0477,2023-08-15,QC-05,CV Joint,PASS,,11.1654,Y,86.0,0.0,Visual,N,OEM-MAHINDRA,Escalated to QA Manager
BATCH-2022-0044,2021-06-14,QC-01,Brake Disc,FAIL,Dimensional out-of-spec,11.6035,,175.0,20.0,Vernier,Y,OEM-TVS,Customer concession raised
BATCH-2022-0373,2022-04-01,QC-02,Brake Pad Type A,PASS,,6.6735,N,41.0,,Visual,N,OEM-BAJAJ,Re-inspect after rework
BATCH-2021-0168,2024-12-09,QC-01,Disc Brake Caliper,PASS,,3.0893,N,57.0,0.0,CMM,,OEM-MARUTI,Borderline - monitor next batch
BATCH-2024-0238,2021-10-19,QC-01,Clutch Plate,PASS,,11.0874,,63.0,0.0,Torque wrench,Y,OEM-MAHINDRA,Escalated to QA Manager
BATCH-2024-0330,2023-11-22,QC-04,Wheel Hub Assy,PASS,,1.8182,N,79.0,0.0,Vernier,Y,OEM-RENAULT,Waived by OEM
BATCH-2021-0312,2023-11-26,QC-07,Clutch Plate,FAIL,Friction material cracking,10.0181,N,155.0,3.0,CMM,Y,OEM-BAJAJ,Customer concession raised
BATCH-2023-0353,2022-09-28,QC-02,Clutch Plate,PASS,,2.8083,Y,62.0,0.0,Visual,N,OEM-MAHINDRA,Customer concession raised
BATCH-2023-0109,2022-11-21,QC-08,Brake Shoe,FAIL,Friction material cracking,10.5574,Y,120.0,22.0,Go/No-Go gauge,N,,Customer concession raised
BATCH-2021-0301,2024-12-23,QC-07,Brake Shoe,FAIL,Surface delamination,2.4283,N,,17.0,Visual,Y,OEM-TATA,Waived by OEM
BATCH-2022-0500,2024-04-21,QC-02,Brake Shoe,PASS,,7.4099,,20.0,0.0,Hardness tester,Y,OEM-MARUTI,Waived by OEM
BATCH-2024-0483,2023-08-16,QC-04,CV Joint,PASS,,6.697,Y,159.0,0.0,Torque wrench,Y,OEM-FORD,Borderline - monitor next batch
BATCH-2021-0121,2023-08-16,QC-09,Brake Shoe,REWORK,Lining detachment,6.57,Y,82.0,22.0,Hardness tester,N,OEM-MARUTI,OK
BATCH-2024-0119,2024-11-04,QC-01,Brake Shoe,PASS,,7.6584,N,131.0,0.0,Visual,N,OEM-TVS,OK
BATCH-2022-0249,2024-09-18,QC-01,Brake Pad Type B,PASS,,0.4646,N,197.0,0.0,CMM,Y,OEM-FORD,OK
BATCH-2021-0070,2023-01-17,QC-08,Brake Pad Type A,PASS,,7.7109,Y,28.0,0.0,Vernier,Y,OEM-MARUTI,
BATCH-2021-0407,2024-02-16,QC-07,Brake Disc,PASS,,10.2089,Y,37.0,0.0,Hardness tester,Y,OEM-MARUTI,OK
BATCH-2024-0009,2023-03-27,QC-01,Brake Pad Type B,PASS,,10.6108,N,78.0,0.0,Height gauge,N,,
BATCH-2022-0117,2022-11-05,QC-01,Brake Pad Type A,REWORK,Friction material cracking,11.4716,Y,123.0,12.0,Torque wrench,N,,Waived by OEM
BATCH-2022-0412,2024-03-11,QC-05,Drum Brake Assy,PASS,,3.6478,Y,196.0,0.0,,N,OEM-TVS,OK
BATCH-2022-0171,2024-10-08,QC-05,Clutch Plate,FAIL,Noise under braking,3.3212,N,135.0,24.0,CMM,N,OEM-BAJAJ,Borderline - monitor next batch
BATCH-2022-0274,2024-11-26,QC-02,Brake Disc,PASS,,11.9905,Y,116.0,0.0,Vernier,N,OEM-SUZUKI,Re-inspect after rework
BATCH-2022-0396,2022-12-23,QC-04,Brake Disc,FAIL,Warpage > 0.3 mm,9.5366,N,22.0,25.0,Height gauge,N,OEM-HONDA,Borderline - monitor next batch
BATCH-2024-0290,2022-09-21,QC-05,Brake Shoe,PASS,,9.4299,N,58.0,0.0,CMM,Y,OEM-MAHINDRA,Re-inspect after rework
BATCH-2021-0175,2022-09-12,QC-05,Brake Pad Type B,PASS,,0.3222,Y,151.0,0.0,CMM,Y,,Waived by OEM
BATCH-2024-0145,2024-01-25,QC-05,Brake Pad Type A,PASS,,8.7199,Y,81.0,0.0,Go/No-Go gauge,N,OEM-MAHINDRA,Escalated to QA Manager
BATCH-2024-0303,2023-01-25,QC-05,Clutch Plate,PASS,,6.5698,Y,61.0,0.0,CMM,Y,OEM-FORD,OK
BATCH-2023-0367,2023-11-02,QC-02,CV Joint,PASS,,6.2147,N,145.0,0.0,Vernier,Y,OEM-TVS,OK
BATCH-2021-0460,2024-02-08,QC-03,Disc Brake Caliper,FAIL,Noise under braking,9.9955,Y,124.0,18.0,Vernier,N,OEM-BAJAJ,OK
BATCH-2023-0093,2024-09-09,QC-05,Wheel Hub Assy,PASS,,9.3914,N,84.0,0.0,Visual,Y,OEM-SUZUKI,
BATCH-2021-0347,2024-07-15,QC-06,Disc Brake Caliper,FAIL,Surface delamination,3.2629,N,94.0,6.0,Visual,Y,OEM-TATA,Escalated to QA Manager
BATCH-2023-0086,2024-10-24,QC-04,CV Joint,PASS,,4.6803,N,100.0,0.0,,Y,OEM-SUZUKI,OK
BATCH-2021-0387,2023-09-29,QC-02,Drum Brake Assy,PASS,,0.6496,Y,137.0,0.0,Torque wrench,N,,Re-inspect after rework
BATCH-2023-0144,2024-12-06,QC-05,Brake Disc,PASS,,5.9451,Y,130.0,0.0,Height gauge,Y,OEM-SUZUKI,Waived by OEM
BATCH-2021-0221,2021-07-05,QC-02,CV Joint,PASS,,8.5188,Y,152.0,0.0,CMM,N,,Re-inspect after rework
BATCH-2021-0018,2024-07-18,QC-04,Disc Brake Caliper,FAIL,Ovality - rotor,1.1143,N,50.0,,,Y,OEM-TATA,Customer concession raised
BATCH-2024-0041,2024-07-03,QC-03,Drum Brake Assy,PASS,,5.9189,Y,157.0,0.0,Visual,Y,OEM-FORD,Borderline - monitor next batch
BATCH-2021-0012,2024-04-21,QC-04,Brake Pad Type B,FAIL,Ovality - rotor,4.2163,N,131.0,14.0,,N,OEM-RENAULT,Borderline - monitor next batch
BATCH-2022-0097,2022-12-09,QC-01,Brake Shoe,PASS,,9.4711,N,109.0,0.0,CMM,N,OEM-TVS,Customer concession raised
BATCH-2022-0427,2021-05-10,QC-09,CV Joint,PASS,,7.1241,N,148.0,0.0,Visual,Y,OEM-TVS,Waived by OEM
BATCH-2023-0405,2022-03-25,QC-08,Brake Pad Type A,FAIL,Improper heat treatment,2.9187,N,66.0,18.0,Torque wrench,Y,OEM-HYUNDAI,Waived by OEM
BATCH-2023-0020,2024-11-10,QC-04,ABS Sensor Ring,PASS,,7.6849,Y,191.0,0.0,Vernier,Y,OEM-SUZUKI,Waived by OEM
BATCH-2023-0072,2024-10-09,QC-02,CV Joint,REWORK,Vibration at speed,4.6718,N,110.0,2.0,Visual,Y,OEM-RENAULT,Customer concession raised
BATCH-2021-0173,2024-11-19,QC-04,Wheel Hub Assy,PASS,,11.6955,N,55.0,0.0,Vernier,Y,OEM-SUZUKI,Re-inspect after rework
BATCH-2022-0442,2024-09-28,QC-06,Wheel Hub Assy,PASS,,7.1744,,51.0,0.0,Visual,Y,OEM-SUZUKI,Escalated to QA Manager
BATCH-2022-0444,2023-03-21,QC-06,ABS Sensor Ring,FAIL,Friction material cracking,8.3769,Y,158.0,1.0,Go/No-Go gauge,N,OEM-SUZUKI,
BATCH-2022-0102,2024-08-11,QC-01,CV Joint,FAIL,Noise under braking,0.1228,N,200.0,15.0,Visual,N,OEM-RENAULT,Escalated to QA Manager
BATCH-2021-0437,2022-07-13,QC-03,Wheel Hub Assy,PASS,,9.6496,,46.0,0.0,CMM,Y,OEM-SUZUKI,Waived by OEM
BATCH-2022-0060,2022-10-03,QC-08,Brake Pad Type A,PASS,,5.9452,Y,123.0,0.0,Visual,Y,OEM-RENAULT,Re-inspect after rework
BATCH-2022-0170,2024-07-09,QC-02,Clutch Plate,PASS,,11.3677,N,194.0,0.0,Height gauge,N,OEM-BAJAJ,Re-inspect after rework
BATCH-2023-0335,2024-01-21,QC-06,ABS Sensor Ring,PASS,,10.0534,N,184.0,0.0,Height gauge,Y,OEM-TATA,Customer concession raised
BATCH-2021-0115,2024-10-20,QC-07,Brake Disc,PASS,,8.0731,N,167.0,,Go/No-Go gauge,Y,OEM-BAJAJ,Customer concession raised
BATCH-2023-0095,2022-03-13,QC-04,CV Joint,REWORK,Vibration at speed,7.7805,N,,9.0,Visual,Y,OEM-HYUNDAI,Re-inspect after rework
BATCH-2023-0154,2024-05-27,QC-02,Drum Brake Assy,PASS,,11.4516,Y,195.0,0.0,Visual,,OEM-MARUTI,Borderline - monitor next batch
BATCH-2024-0427,2024-10-31,QC-07,Clutch Plate,FAIL,Adhesive bond failure,0.3942,Y,73.0,18.0,Vernier,N,OEM-SUZUKI,Customer concession raised
BATCH-2022-0333,2023-07-30,QC-06,Drum Brake Assy,PASS,,7.6802,Y,168.0,0.0,Visual,Y,OEM-SUZUKI,Re-inspect after rework
BATCH-2024-0476,2024-03-01,QC-02,ABS Sensor Ring,PASS,,6.901,Y,76.0,0.0,Hardness tester,N,,Re-inspect after rework
BATCH-2022-0229,2023-05-23,QC-08,Disc Brake Caliper,PASS,,8.116,N,128.0,0.0,Visual,Y,,Escalated to QA Manager
BATCH-2023-0252,2024-12-26,QC-02,Brake Shoe,PASS,,11.4852,Y,53.0,0.0,Torque wrench,Y,OEM-HYUNDAI,Waived by OEM
BATCH-2022-0046,2023-03-06,QC-03,Wheel Hub Assy,PASS,,3.9021,N,194.0,0.0,Visual,N,OEM-MARUTI,Re-inspect after rework
BATCH-2024-0270,2024-01-16,QC-07,Brake Disc,PASS,,6.6666,N,95.0,0.0,Visual,N,OEM-HYUNDAI,Customer concession raised
BATCH-2021-0150,2023-01-15,QC-02,CV Joint,PASS,,3.637,Y,116.0,0.0,Torque wrench,Y,,Re-inspect after rework
BATCH-2024-0110,2023-01-06,QC-04,Clutch Plate,FAIL,Adhesive bond failure,9.718,Y,123.0,11.0,Hardness tester,N,OEM-FORD,Waived by OEM
BATCH-2024-0216,2023-04-20,QC-02,Brake Shoe,FAIL,Warpage > 0.3 mm,2.5212,N,195.0,9.0,CMM,,OEM-TVS,Re-inspect after rework
BATCH-2021-0243,2024-07-27,QC-07,Wheel Hub Assy,PASS,,7.2986,N,31.0,0.0,Height gauge,Y,OEM-TATA,Re-inspect after rework
BATCH-2024-0366,2024-04-18,QC-06,Disc Brake Caliper,PASS,,2.8927,Y,122.0,0.0,CMM,Y,OEM-BAJAJ,Customer concession raised
BATCH-2023-0332,2024-06-14,QC-01,Wheel Hub Assy,PASS,,0.8509,Y,200.0,0.0,Torque wrench,Y,OEM-RENAULT,Customer concession raised
BATCH-2024-0342,2024-11-28,QC-09,Brake Pad Type B,PASS,,2.136,Y,150.0,0.0,Height gauge,N,OEM-SUZUKI,Escalated to QA Manager
BATCH-2024-0085,2022-10-11,QC-07,Brake Pad Type A,REWORK,Surface delamination,7.7523,Y,164.0,17.0,CMM,N,,Customer concession raised
BATCH-2022-0141,2023-07-12,QC-04,Brake Shoe,PASS,,7.3404,Y,148.0,0.0,CMM,Y,OEM-HYUNDAI,Borderline - monitor next batch
BATCH-2021-0385,2023-03-22,QC-04,Clutch Plate,REWORK,Edge chipping,2.3593,Y,28.0,22.0,Go/No-Go gauge,N,OEM-HONDA,
BATCH-2021-0457,2021-03-09,QC-02,Brake Shoe,REWORK,Warpage > 0.3 mm,2.4307,N,179.0,20.0,CMM,Y,,Re-inspect after rework
BATCH-2022-0244,2024-08-11,QC-04,ABS Sensor Ring,PASS,,1.9194,Y,140.0,0.0,Torque wrench,Y,OEM-SUZUKI,Waived by OEM
BATCH-2023-0225,2022-07-30,QC-06,Brake Pad Type B,PASS,,1.708,N,149.0,0.0,Vernier,N,,Customer concession raised
BATCH-2023-0061,2022-05-22,QC-01,Brake Disc,REWORK,Friction material cracking,8.4927,N,141.0,9.0,CMM,N,,Escalated to QA Manager
BATCH-2024-0127,2024-12-08,QC-07,Wheel Hub Assy,PASS,,8.809,Y,83.0,,Go/No-Go gauge,Y,OEM-FORD,Escalated to QA Manager
BATCH-2021-0447,2024-02-23,QC-09,Drum Brake Assy,PASS,,2.7467,Y,89.0,0.0,Go/No-Go gauge,Y,OEM-RENAULT,Borderline - monitor next batch
BATCH-2021-0262,2024-02-27,QC-05,ABS Sensor Ring,PASS,,6.9564,Y,171.0,0.0,CMM,N,OEM-HYUNDAI,Customer concession raised
BATCH-2021-0041,2023-12-27,QC-09,CV Joint,REWORK,Improper heat treatment,4.3412,Y,,10.0,Torque wrench,N,OEM-HYUNDAI,
BATCH-2024-0038,2023-11-16,QC-03,Wheel Hub Assy,PASS,,6.0173,N,98.0,0.0,Torque wrench,Y,OEM-BAJAJ,Waived by OEM
BATCH-2022-0041,2023-11-25,QC-07,CV Joint,FAIL,Adhesive bond failure,1.1504,Y,71.0,22.0,Vernier,Y,OEM-SUZUKI,Waived by OEM
BATCH-2022-0471,2024-06-15,QC-01,Brake Shoe,REWORK,Friction material cracking,11.7055,,54.0,11.0,Vernier,Y,,Borderline - monitor next batch
BATCH-2024-0044,2023-04-17,QC-08,Disc Brake Caliper,PASS,,1.5027,N,98.0,0.0,Height gauge,N,OEM-TVS,
BATCH-2021-0361,2021-02-23,QC-01,ABS Sensor Ring,REWORK,Ovality - rotor,1.2823,Y,179.0,21.0,Hardness tester,N,,Re-inspect after rework
BATCH-2023-0172,2024-08-16,QC-03,Brake Pad Type A,PASS,,9.6087,N,21.0,0.0,Height gauge,Y,OEM-HONDA,Borderline - monitor next batch
BATCH-2022-0300,2024-11-13,QC-07,Wheel Hub Assy,PASS,,5.5012,Y,179.0,0.0,Torque wrench,Y,OEM-HYUNDAI,Escalated to QA Manager
BATCH-2021-0401,2022-06-03,QC-05,Wheel Hub Assy,PASS,,1.0022,N,35.0,0.0,Hardness tester,N,,Customer concession raised
BATCH-2021-0080,2023-12-30,QC-04,Brake Disc,PASS,,3.5088,N,164.0,0.0,Torque wrench,N,,Borderline - monitor next batch
BATCH-2022-0294,2024-06-02,QC-06,Wheel Hub Assy,PASS,,3.6245,Y,143.0,0.0,Vernier,Y,,Escalated to QA Manager
BATCH-2021-0322,2024-02-17,QC-06,CV Joint,PASS,,7.0886,N,152.0,0.0,CMM,Y,OEM-MAHINDRA,OK
BATCH-2021-0202,2024-02-20,QC-04,Drum Brake Assy,PASS,,11.9198,N,121.0,0.0,Vernier,N,OEM-MAHINDRA,Borderline - monitor next batch
BATCH-2023-0177,2023-11-19,QC-03,Clutch Plate,PASS,,9.5722,N,122.0,0.0,Vernier,N,OEM-HONDA,Borderline - monitor next batch
BATCH-2021-0469,2024-10-12,QC-01,Clutch Plate,PASS,,5.5249,N,43.0,0.0,,Y,OEM-HONDA,Borderline - monitor next batch
BATCH-2023-0133,2022-12-11,QC-06,Brake Pad Type B,PASS,,0.0233,N,83.0,0.0,Visual,N,OEM-HONDA,Borderline - monitor next batch
BATCH-2023-0375,2024-02-27,QC-06,Brake Shoe,PASS,,5.1773,Y,192.0,0.0,Go/No-Go gauge,N,OEM-RENAULT,OK
BATCH-2024-0112,2024-01-21,QC-04,Brake Pad Type B,REWORK,Improper heat treatment,10.3604,Y,90.0,14.0,Go/No-Go gauge,Y,OEM-TVS,Escalated to QA Manager
BATCH-2023-0057,2024-05-10,QC-02,CV Joint,PASS,,10.7354,N,160.0,,Hardness tester,,OEM-BAJAJ,Re-inspect after rework
BATCH-2022-0037,2023-03-07,QC-05,Brake Disc,REWORK,Ovality - rotor,4.966,Y,105.0,16.0,Go/No-Go gauge,N,OEM-FORD,Waived by OEM
BATCH-2024-0184,2024-08-15,QC-09,Drum Brake Assy,PASS,,9.9461,Y,39.0,0.0,Visual,Y,OEM-HYUNDAI,Re-inspect after rework
BATCH-2024-0445,2024-05-17,QC-04,Clutch Plate,PASS,,3.3464,N,124.0,0.0,Go/No-Go gauge,Y,OEM-MAHINDRA,
BATCH-2024-0093,2024-07-13,QC-05,Drum Brake Assy,PASS,,10.9241,,80.0,0.0,CMM,Y,OEM-TVS,Customer concession raised
BATCH-2023-0089,2024-04-02,QC-02,Brake Pad Type A,PASS,,4.8957,Y,189.0,0.0,Vernier,N,OEM-MARUTI,Borderline - monitor next batch
BATCH-2022-0456,2024-10-29,QC-02,Brake Shoe,REWORK,Noise under braking,1.0805,N,42.0,3.0,Go/No-Go gauge,Y,,
BATCH-2021-0320,2024-03-06,QC-08,Disc Brake Caliper,PASS,,0.5437,N,137.0,0.0,,N,,Re-inspect after rework
BATCH-2024-0413,2023-08-15,QC-06,Wheel Hub Assy,PASS,,6.6122,N,,0.0,Hardness tester,N,OEM-MAHINDRA,OK
BATCH-2024-0355,2022-11-17,QC-06,ABS Sensor Ring,PASS,,6.8087,N,111.0,0.0,CMM,N,OEM-MARUTI,Waived by OEM
BATCH-2024-0332,2023-09-13,QC-04,Brake Shoe,PASS,,6.1636,N,156.0,0.0,Go/No-Go gauge,N,,Customer concession raised
BATCH-2024-0262,2023-06-20,QC-04,Drum Brake Assy,PASS,,9.9366,N,42.0,0.0,CMM,Y,OEM-MAHINDRA,Waived by OEM
BATCH-2024-0126,2023-03-09,QC-05,Brake Shoe,PASS,,10.7699,Y,133.0,0.0,Visual,Y,OEM-HYUNDAI,Waived by OEM
BATCH-2021-0098,2024-11-26,QC-07,Brake Disc,PASS,,11.722,Y,,0.0,Go/No-Go gauge,Y,OEM-HYUNDAI,Customer concession raised
BATCH-2024-0039,2024-01-23,QC-07,Disc Brake Caliper,PASS,,4.9448,N,174.0,0.0,CMM,N,OEM-HYUNDAI,Customer concession raised
BATCH-2022-0173,2024-02-05,QC-03,Brake Pad Type A,PASS,,6.3088,N,96.0,0.0,Torque wrench,Y,OEM-SUZUKI,Escalated to QA Manager
BATCH-2021-0217,2022-06-21,QC-08,Clutch Plate,REWORK,Edge chipping,2.5889,N,,1.0,CMM,N,OEM-FORD,
BATCH-2022-0329,2024-09-07,QC-07,Brake Shoe,REWORK,Improper heat treatment,0.0549,N,,12.0,Go/No-Go gauge,Y,OEM-BAJAJ,
BATCH-2022-0127,2022-03-14,QC-03,CV Joint,PASS,,0.7245,N,135.0,0.0,Go/No-Go gauge,N,OEM-MAHINDRA,
BATCH-2023-0022,2023-03-14,QC-03,Drum Brake Assy,PASS,,11.0075,N,94.0,0.0,Height gauge,Y,OEM-TVS,Waived by OEM
BATCH-2021-0367,2024-03-02,QC-09,CV Joint,PASS,,6.8675,Y,66.0,0.0,Vernier,N,OEM-MAHINDRA,Escalated to QA Manager
BATCH-2024-0042,2024-08-24,QC-09,Wheel Hub Assy,PASS,,4.7934,N,147.0,0.0,Vernier,Y,OEM-TATA,Re-inspect after rework
BATCH-2024-0025,2024-03-22,QC-05,Wheel Hub Assy,PASS,,8.4341,Y,144.0,0.0,Hardness tester,N,OEM-FORD,OK
BATCH-2024-0307,2024-04-19,QC-02,Disc Brake Caliper,REWORK,Porosity - casting defect,8.0498,N,120.0,1.0,Vernier,Y,OEM-TVS,Waived by OEM
BATCH-2022-0315,2024-08-26,QC-09,Clutch Plate,PASS,,0.1812,,196.0,0.0,Vernier,,OEM-HONDA,
BATCH-2021-0419,2024-10-24,QC-01,ABS Sensor Ring,PASS,,5.1659,Y,49.0,0.0,Torque wrench,N,OEM-MAHINDRA,Borderline - monitor next batch
BATCH-2021-0309,2022-07-02,QC-04,Brake Pad Type B,PASS,,5.1909,N,45.0,0.0,CMM,Y,OEM-HYUNDAI,Escalated to QA Manager
BATCH-2022-0242,2021-10-22,QC-01,Wheel Hub Assy,PASS,,8.7536,Y,28.0,0.0,Vernier,N,OEM-TATA,Waived by OEM
BATCH-2021-0382,2024-12-22,QC-07,Drum Brake Assy,PASS,,0.0389,Y,164.0,0.0,Vernier,Y,OEM-HONDA,Waived by OEM
BATCH-2024-0436,2024-10-07,QC-04,Clutch Plate,REWORK,Dimensional out-of-spec,4.6914,Y,24.0,8.0,Visual,N,OEM-TATA,OK
BATCH-2022-0003,2023-11-14,QC-02,Wheel Hub Assy,PASS,,0.9857,Y,175.0,,Height gauge,N,OEM-MARUTI,OK
BATCH-2023-0101,2024-09-21,QC-06,Brake Disc,FAIL,Surface delamination,5.7958,N,136.0,5.0,Visual,Y,OEM-SUZUKI,Waived by OEM
BATCH-2021-0085,2021-07-10,QC-07,Brake Shoe,PASS,,0.9214,N,31.0,0.0,Hardness tester,Y,OEM-SUZUKI,OK
BATCH-2023-0198,2022-09-14,QC-03,Drum Brake Assy,PASS,,10.108,N,31.0,0.0,Height gauge,Y,OEM-MARUTI,Waived by OEM
BATCH-2021-0170,2024-03-30,QC-04,Brake Pad Type B,PASS,,7.4123,N,87.0,0.0,CMM,N,OEM-HYUNDAI,Re-inspect after rework
BATCH-2024-0314,2023-10-13,QC-07,CV Joint,FAIL,Vibration at speed,0.5943,Y,97.0,2.0,Hardness tester,Y,,Waived by OEM
BATCH-2024-0036,2022-06-29,QC-08,ABS Sensor Ring,PASS,,4.959,Y,97.0,0.0,Height gauge,Y,OEM-MAHINDRA,Customer concession raised
