date,shift,machine_id,operator_id,batch_id,input_lot_ref,units_produced,cycle_time_min,product_type,planned_units,downtime_min,downtime_reason,scrap_units,line_id,remark
2023-09-14,C,MC-05,OP-001,BATCH-2021-0160,LOT-2023-920,524,9.553,Brake Shoe,464.0,0.0,Quality hold,,LINE-2,Speed reduced - vibration
2023-11-06,C,MC-01,OP-027,BATCH-2021-0259,LOT-2023-332,507,12.552,Clutch Plate,461.0,0.0,Hydraulic issue,5.0,LINE-4,Tooling replaced mid-shift
2021-04-05,C,MC-13,OP-029,BATCH-2023-0337,LOT-2023-255,510,5.823,Brake Pad Type B,490.0,0.0,Quality hold,13.0,LINE-1,New mould trial
2022-03-20,A,MC-14,OP-025,BATCH-2023-0134,LOT-2022-951,361,7.656,Brake Disc,480.0,86.6,Operator break,17.0,LINE-3,Customer priority
2023-07-20,C,MC-03,OP-005,BATCH-2021-0286,LOT-2022-1149,543,11.211,ABS Sensor Ring,507.0,156.7,Setup/changeover,4.0,LINE-3,Customer priority
2024-04-30,B,MC-06,OP-014,BATCH-2021-0263,LOT-2023-143,565,14.261,ABS Sensor Ring,548.0,0.0,,13.0,LINE-2,Customer priority
2023-05-01,A,MC-02,OP-010,BATCH-2023-0434,LOT-2021-778,486,11.658,Brake Disc,353.0,0.0,Power outage,,LINE-2,Rush order
2023-03-15,C,MC-06,OP-016,BATCH-2022-0077,LOT-2024-2199,397,9.729,Brake Pad Type A,580.0,0.0,Setup/changeover,10.0,LINE-1,Rush order
2021-04-05,C,MC-04,OP-025,BATCH-2022-0467,LOT-2022-1735,404,11.759,Clutch Plate,483.0,0.0,Setup/changeover,25.0,LINE-2,Rush order
2022-11-20,A,MC-14,OP-014,BATCH-2024-0084,LOT-2021-380,423,15.06,CV Joint,412.0,0.0,Machine fault,23.0,LINE-1,Normal run
2023-04-25,C,MC-13,OP-030,BATCH-2024-0225,LOT-2022-096,437,9.941,Brake Shoe,370.0,,Quality hold,23.0,LINE-3,Speed reduced - vibration
2023-06-26,A,MC-08,OP-013,BATCH-2024-0302,LOT-2024-307,364,11.422,Brake Pad Type B,424.0,0.0,Material shortage,,LINE-4,Speed reduced - vibration
2022-03-19,B,MC-14,OP-014,BATCH-2021-0243,LOT-2021-805,357,8.547,Brake Disc,445.0,0.0,Hydraulic issue,3.0,LINE-2,Rush order
2023-06-16,C,MC-13,OP-026,BATCH-2022-0169,LOT-2021-476,284,13.096,Brake Pad Type A,454.0,0.0,Setup/changeover,25.0,LINE-1,New mould trial
2022-06-19,B,MC-13,OP-030,BATCH-2024-0388,LOT-2024-1348,288,10.851,Brake Disc,404.0,28.3,Material shortage,18.0,LINE-2,Rush order
2023-02-24,B,MC-04,OP-020,BATCH-2022-0332,LOT-2022-753,448,14.315,ABS Sensor Ring,337.0,0.0,,25.0,LINE-3,
2024-02-19,C,MC-01,OP-004,BATCH-2023-0059,LOT-2021-107,430,11.164,Wheel Hub Assy,,0.0,,28.0,,New mould trial
2024-08-06,B,MC-07,OP-009,BATCH-2024-0064,LOT-2022-246,439,9.921,Drum Brake Assy,,0.0,,5.0,LINE-2,Tooling replaced mid-shift
2023-06-07,B,MC-09,OP-014,BATCH-2021-0498,LOT-2023-1386,348,13.76,Brake Pad Type B,451.0,238.3,Mould repair,9.0,LINE-5,Speed reduced - vibration
2024-03-15,A,MC-03,OP-025,BATCH-2022-0102,LOT-2021-387,591,11.373,Disc Brake Caliper,407.0,0.0,Hydraulic issue,14.0,LINE-3,Speed reduced - vibration
2024-03-09,B,MC-08,OP-005,BATCH-2023-0488,LOT-2023-1480,283,7.713,ABS Sensor Ring,,0.0,Setup/changeover,25.0,LINE-4,Rush order
2023-08-24,A,MC-08,OP-008,BATCH-2021-0257,LOT-2023-1062,444,12.568,Drum Brake Assy,355.0,,Tool change,18.0,LINE-4,
2022-01-02,B,MC-05,OP-025,BATCH-2022-0008,LOT-2022-888,500,10.486,Brake Disc,458.0,0.0,Machine fault,19.0,LINE-2,Tooling replaced mid-shift
2023-04-03,C,MC-14,OP-001,BATCH-2022-0325,LOT-2021-2395,565,13.383,Brake Pad Type A,433.0,29.9,Setup/changeover,11.0,LINE-6,New mould trial
2022-10-17,B,MC-01,OP-027,BATCH-2024-0367,LOT-2021-2124,339,6.981,Clutch Plate,406.0,0.0,Mould repair,15.0,LINE-6,Speed reduced - vibration
2021-07-23,B,MC-04,OP-026,BATCH-2023-0355,LOT-2022-961,400,9.427,Brake Pad Type A,442.0,0.0,Quality hold,19.0,LINE-1,Rush order
2024-01-26,B,MC-10,OP-002,BATCH-2021-0283,LOT-2022-2228,426,11.028,ABS Sensor Ring,410.0,0.0,Setup/changeover,,LINE-4,Rush order
2022-10-06,B,MC-10,OP-026,BATCH-2021-0097,LOT-2022-225,435,12.428,ABS Sensor Ring,,0.0,Power outage,22.0,LINE-5,Customer priority
2022-01-05,B,MC-12,OP-025,BATCH-2024-0329,LOT-2021-473,546,11.293,Disc Brake Caliper,451.0,,Material shortage,2.0,LINE-2,Customer priority
2024-11-05,A,MC-04,OP-027,BATCH-2023-0326,LOT-2023-064,483,11.99,Brake Pad Type A,507.0,8.3,Hydraulic issue,11.0,LINE-2,Customer priority
2022-04-03,B,MC-14,OP-006,BATCH-2023-0288,LOT-2023-087,445,10.214,Brake Pad Type B,471.0,0.0,Setup/changeover,27.0,LINE-2,Tooling replaced mid-shift
2024-07-10,A,MC-03,OP-009,BATCH-2023-0056,LOT-2022-2226,317,11.728,Drum Brake Assy,448.0,0.0,Machine fault,15.0,LINE-6,Normal run
2021-04-10,B,MC-09,OP-009,BATCH-2022-0168,LOT-2023-345,401,11.23,Brake Pad Type A,337.0,0.0,Setup/changeover,28.0,LINE-3,Speed reduced - vibration
2022-01-08,B,MC-15,OP-002,BATCH-2024-0100,LOT-2023-1117,370,11.695,Brake Pad Type B,459.0,0.0,Machine fault,,LINE-2,Speed reduced - vibration
2023-08-10,B,MC-01,OP-016,BATCH-2021-0130,LOT-2023-404,327,14.158,Brake Pad Type A,398.0,0.0,Mould repair,8.0,LINE-2,Normal run
2024-10-12,C,MC-12,OP-008,BATCH-2022-0275,LOT-2022-130,507,12.397,Wheel Hub Assy,411.0,0.0,Mould repair,6.0,LINE-6,New mould trial
2023-01-11,B,MC-10,OP-027,BATCH-2024-0469,LOT-2024-1494,579,8.993,Wheel Hub Assy,505.0,223.5,Tool change,22.0,LINE-3,New mould trial
2022-11-16,C,MC-08,OP-025,BATCH-2024-0415,LOT-2022-059,510,10.092,Wheel Hub Assy,533.0,0.0,Machine fault,20.0,,Tooling replaced mid-shift
2022-03-12,B,MC-12,OP-027,BATCH-2023-0321,LOT-2022-130,397,12.106,ABS Sensor Ring,465.0,0.0,Power outage,16.0,LINE-5,Customer priority
2021-03-31,C,MC-08,OP-017,BATCH-2024-0294,LOT-2024-1494,407,13.203,Brake Disc,497.0,0.0,Hydraulic issue,9.0,LINE-1,Speed reduced - vibration
2024-04-02,A,MC-10,OP-017,BATCH-2021-0293,LOT-2023-306,262,14.239,Clutch Plate,350.0,9.3,Mould repair,,LINE-5,Tooling replaced mid-shift
2021-11-30,B,MC-08,OP-002,BATCH-2022-0106,LOT-2022-349,512,13.866,Drum Brake Assy,384.0,0.0,Hydraulic issue,22.0,LINE-6,Customer priority
2022-04-05,C,MC-13,OP-018,BATCH-2022-0192,LOT-2024-251,383,9.178,Brake Disc,437.0,0.0,Material shortage,2.0,LINE-4,Speed reduced - vibration
2024-10-07,C,MC-13,OP-012,BATCH-2021-0046,LOT-2024-2009,392,13.137,Clutch Plate,,164.2,Material shortage,2.0,LINE-5,Normal run
2022-05-21,C,MC-11,OP-011,BATCH-2024-0249,LOT-2024-584,545,10.319,Brake Pad Type A,437.0,0.0,Material shortage,27.0,LINE-1,Speed reduced - vibration
2024-10-14,B,MC-09,OP-011,BATCH-2023-0005,LOT-2024-127,268,9.808,Brake Pad Type A,507.0,231.3,Operator break,24.0,,Tooling replaced mid-shift
2021-03-08,C,MC-07,OP-018,BATCH-2021-0081,LOT-2023-002,565,8.908,Brake Disc,414.0,0.0,Setup/changeover,30.0,LINE-5,Speed reduced - vibration
2022-02-27,B,MC-04,OP-003,BATCH-2022-0018,LOT-2023-268,417,12.088,Brake Pad Type B,401.0,,Hydraulic issue,,LINE-3,Rush order
2021-04-27,B,MC-09,OP-025,BATCH-2022-0244,LOT-2022-456,458,10.505,Disc Brake Caliper,449.0,0.0,Machine fault,0.0,LINE-5,Speed reduced - vibration
2022-06-27,C,MC-12,OP-010,BATCH-2022-0320,LOT-2024-428,469,11.513,Disc Brake Caliper,423.0,0.0,Machine fault,5.0,LINE-5,Speed reduced - vibration
2024-08-22,B,MC-02,OP-017,BATCH-2021-0127,LOT-2022-071,410,11.314,Clutch Plate,427.0,,Setup/changeover,29.0,LINE-4,
2023-01-21,B,MC-12,OP-019,BATCH-2024-0317,LOT-2024-2231,396,14.857,Wheel Hub Assy,483.0,0.0,Tool change,10.0,LINE-1,New mould trial
2024-05-12,A,MC-05,OP-005,BATCH-2024-0139,LOT-2024-224,393,12.964,Brake Pad Type A,429.0,0.0,Setup/changeover,2.0,LINE-1,Tooling replaced mid-shift
2021-02-25,C,MC-01,OP-030,BATCH-2024-0083,LOT-2024-1071,525,12.276,Drum Brake Assy,443.0,0.0,Mould repair,6.0,LINE-4,Customer priority
2022-04-05,C,MC-03,OP-029,BATCH-2024-0242,LOT-2024-613,460,8.201,Brake Shoe,382.0,0.0,Machine fault,21.0,LINE-4,Normal run
2023-10-31,C,MC-10,OP-028,BATCH-2022-0219,LOT-2022-1397,312,11.8,Clutch Plate,553.0,0.0,Quality hold,26.0,LINE-1,Customer priority
2023-04-14,C,MC-01,OP-010,BATCH-2021-0091,LOT-2022-677,620,12.84,Drum Brake Assy,480.0,0.0,Machine fault,16.0,LINE-5,Rush order
2023-02-15,B,MC-10,OP-007,BATCH-2022-0142,LOT-2023-180,257,10.36,Drum Brake Assy,402.0,182.8,Setup/changeover,2.0,LINE-1,Normal run
2021-09-21,B,MC-08,OP-025,BATCH-2021-0374,LOT-2024-2407,364,11.147,Drum Brake Assy,421.0,31.7,Machine fault,28.0,LINE-6,New mould trial
2021-04-03,C,MC-10,OP-011,BATCH-2024-0191,LOT-2021-1225,241,13.071,Wheel Hub Assy,385.0,167.0,Operator break,,LINE-5,Tooling replaced mid-shift
2024-03-04,A,MC-05,OP-027,BATCH-2024-0113,LOT-2021-528,441,15.856,Disc Brake Caliper,394.0,0.0,Power outage,23.0,LINE-1,Customer priority
2023-04-15,C,MC-05,OP-007,BATCH-2021-0192,LOT-2024-1935,192,10.899,CV Joint,516.0,0.0,Hydraulic issue,7.0,LINE-3,Normal run
2021-08-08,C,MC-11,OP-023,BATCH-2024-0278,LOT-2024-1974,596,8.918,Brake Pad Type A,479.0,0.0,Setup/changeover,28.0,LINE-6,Normal run
2023-09-15,B,MC-13,OP-003,BATCH-2021-0489,LOT-2021-805,378,11.278,Wheel Hub Assy,608.0,0.0,Setup/changeover,20.0,LINE-3,Speed reduced - vibration
2024-12-06,B,MC-08,OP-018,BATCH-2023-0118,LOT-2024-1812,284,12.033,Clutch Plate,478.0,0.0,Tool change,10.0,LINE-4,Normal run
2021-01-07,B,MC-07,OP-001,BATCH-2024-0158,LOT-2021-190,517,11.706,ABS Sensor Ring,468.0,0.0,Machine fault,19.0,LINE-1,Tooling replaced mid-shift
2023-08-23,A,MC-08,OP-020,BATCH-2022-0009,LOT-2023-2443,384,12.065,Wheel Hub Assy,429.0,0.0,Mould repair,3.0,LINE-5,Rush order
2023-02-03,B,MC-09,OP-019,BATCH-2022-0055,LOT-2021-063,475,10.724,CV Joint,472.0,0.0,Setup/changeover,26.0,LINE-2,Normal run
2023-12-07,B,MC-06,OP-024,BATCH-2023-0055,LOT-2023-491,417,13.865,ABS Sensor Ring,446.0,174.6,Tool change,13.0,LINE-5,New mould trial
2023-12-21,A,MC-13,OP-021,BATCH-2021-0177,LOT-2023-271,260,14.15,Brake Disc,395.0,0.0,Operator break,2.0,LINE-6,Tooling replaced mid-shift
2023-10-20,C,MC-07,OP-012,BATCH-2022-0498,LOT-2022-1366,361,10.249,Wheel Hub Assy,532.0,101.0,Hydraulic issue,2.0,LINE-4,Speed reduced - vibration
2024-04-04,B,MC-07,OP-007,BATCH-2024-0056,LOT-2024-2199,227,18.089,CV Joint,513.0,0.0,Machine fault,18.0,LINE-4,Speed reduced - vibration
2023-05-01,C,MC-12,OP-027,BATCH-2024-0473,LOT-2021-565,440,11.385,ABS Sensor Ring,467.0,0.0,Setup/changeover,15.0,LINE-5,Rush order
2022-02-01,A,MC-07,OP-016,BATCH-2024-0298,LOT-2021-387,466,12.855,Brake Shoe,483.0,0.0,Power outage,18.0,LINE-3,New mould trial
2021-01-31,B,MC-11,OP-012,BATCH-2021-0081,LOT-2021-1370,428,11.086,Disc Brake Caliper,440.0,0.0,Mould repair,,LINE-4,Customer priority
2021-12-06,B,MC-12,OP-021,BATCH-2023-0464,LOT-2024-591,402,13.881,Brake Pad Type A,485.0,99.0,Machine fault,27.0,LINE-6,Normal run
2022-12-11,C,MC-01,OP-003,BATCH-2024-0332,LOT-2024-157,155,12.877,Brake Pad Type B,461.0,0.0,,12.0,LINE-5,
2023-10-21,C,MC-13,OP-001,BATCH-2021-0144,LOT-2022-2341,418,10.684,Wheel Hub Assy,517.0,193.9,Mould repair,4.0,LINE-4,Speed reduced - vibration
2022-06-28,B,MC-13,OP-012,BATCH-2024-0357,LOT-2022-164,505,9.877,Brake Disc,474.0,131.8,Tool change,13.0,LINE-6,Speed reduced - vibration
2023-04-15,A,MC-11,OP-001,BATCH-2022-0086,LOT-2021-599,332,8.603,Brake Pad Type A,412.0,0.0,Material shortage,29.0,LINE-2,Tooling replaced mid-shift
2022-02-02,C,MC-13,OP-018,BATCH-2023-0272,LOT-2021-356,497,13.502,Clutch Plate,480.0,0.0,Mould repair,27.0,LINE-2,Tooling replaced mid-shift
2024-10-05,A,MC-14,OP-020,BATCH-2024-0422,LOT-2021-1049,485,12.584,Drum Brake Assy,411.0,0.0,Machine fault,0.0,LINE-6,Rush order
2023-02-27,C,MC-12,OP-001,BATCH-2021-0021,LOT-2023-745,458,13.181,Brake Pad Type B,495.0,0.0,Material shortage,10.0,LINE-6,Speed reduced - vibration
2024-01-02,A,MC-07,OP-022,BATCH-2022-0477,LOT-2024-372,527,12.987,Brake Pad Type A,471.0,0.0,,4.0,LINE-1,Rush order
2021-05-06,B,MC-15,OP-013,BATCH-2023-0082,LOT-2023-2432,516,11.444,Brake Pad Type B,397.0,101.6,Tool change,12.0,,Speed reduced - vibration
2023-11-24,C,MC-10,OP-021,BATCH-2023-0064,LOT-2023-422,405,9.936,Disc Brake Caliper,409.0,0.0,Quality hold,27.0,LINE-6,New mould trial
2021-06-25,B,MC-14,OP-013,BATCH-2023-0294,LOT-2023-2465,406,9.836,Brake Shoe,431.0,,Operator break,17.0,LINE-3,Normal run
2021-12-28,B,MC-12,OP-002,BATCH-2021-0408,LOT-2024-1384,249,11.948,ABS Sensor Ring,450.0,0.0,Material shortage,3.0,LINE-4,Normal run
2021-08-16,B,MC-14,OP-007,BATCH-2022-0175,LOT-2024-493,346,12.884,Wheel Hub Assy,506.0,67.3,Power outage,23.0,LINE-3,Tooling replaced mid-shift
2022-10-10,B,MC-14,OP-021,BATCH-2024-0014,LOT-2024-732,275,9.898,Brake Shoe,403.0,0.0,Setup/changeover,30.0,LINE-5,Normal run
2021-05-23,A,MC-12,OP-014,BATCH-2024-0074,LOT-2021-2062,335,13.242,Brake Disc,438.0,0.0,Mould repair,,LINE-2,
2021-12-06,A,MC-14,OP-006,BATCH-2024-0083,LOT-2021-279,396,7.292,Wheel Hub Assy,,189.5,Operator break,26.0,LINE-5,Tooling replaced mid-shift
2022-11-06,A,MC-01,OP-016,BATCH-2022-0047,LOT-2022-526,308,11.626,Wheel Hub Assy,466.0,0.0,Hydraulic issue,26.0,LINE-4,Normal run
2021-03-25,C,MC-15,OP-001,BATCH-2023-0073,LOT-2023-1396,542,8.751,ABS Sensor Ring,268.0,6.6,Mould repair,9.0,LINE-4,
2023-08-06,A,MC-04,OP-030,BATCH-2023-0077,LOT-2024-603,436,15.281,Disc Brake Caliper,524.0,205.1,Mould repair,8.0,LINE-6,Customer priority
2024-04-07,A,MC-05,OP-009,BATCH-2023-0130,LOT-2023-1966,438,10.468,Brake Shoe,,0.0,Power outage,,LINE-5,Speed reduced - vibration
2021-07-31,B,MC-09,OP-011,BATCH-2024-0050,LOT-2023-2101,332,12.5,Wheel Hub Assy,480.0,84.8,Setup/changeover,26.0,LINE-1,New mould trial
2022-11-25,C,MC-13,OP-018,BATCH-2023-0256,LOT-2024-499,515,17.295,ABS Sensor Ring,473.0,0.0,Operator break,15.0,LINE-6,Customer priority
2023-05-25,A,MC-02,OP-014,BATCH-2022-0059,LOT-2024-1909,374,11.446,Clutch Plate,343.0,25.9,Power outage,2.0,LINE-5,
2021-04-07,B,MC-05,OP-027,BATCH-2023-0463,LOT-2023-181,357,10.641,Brake Pad Type B,418.0,47.5,,25.0,LINE-1,Customer priority
2023-11-27,B,MC-02,OP-020,BATCH-2023-0084,LOT-2023-083,433,9.773,Clutch Plate,517.0,94.9,Quality hold,15.0,LINE-6,Rush order
2022-01-30,B,MC-11,OP-020,BATCH-2023-0274,LOT-2021-1376,420,11.48,Clutch Plate,430.0,175.0,Tool change,,LINE-6,Customer priority
2022-07-04,A,MC-06,OP-012,BATCH-2022-0069,LOT-2023-1550,433,13.233,Clutch Plate,397.0,0.0,Mould repair,15.0,LINE-2,Tooling replaced mid-shift
2024-02-27,B,MC-03,OP-015,BATCH-2024-0439,LOT-2021-258,360,10.862,Wheel Hub Assy,369.0,178.3,Setup/changeover,11.0,LINE-2,Speed reduced - vibration
2021-02-07,B,MC-05,OP-024,BATCH-2022-0484,LOT-2022-2223,346,10.5,Drum Brake Assy,502.0,,Setup/changeover,19.0,LINE-3,Speed reduced - vibration
2022-01-22,C,MC-11,OP-027,BATCH-2024-0298,LOT-2022-1308,443,11.907,Wheel Hub Assy,501.0,0.0,Operator break,29.0,,Tooling replaced mid-shift
2024-07-08,C,MC-02,OP-014,BATCH-2023-0230,LOT-2023-1558,407,12.32,Brake Disc,443.0,,Tool change,7.0,LINE-6,New mould trial
2021-05-02,C,MC-15,OP-003,BATCH-2024-0304,LOT-2022-436,443,10.276,Wheel Hub Assy,303.0,0.0,Mould repair,1.0,LINE-1,Rush order
2023-08-01,B,MC-06,OP-014,BATCH-2023-0033,LOT-2023-1557,407,14.488,Brake Shoe,505.0,219.2,Setup/changeover,28.0,LINE-2,Speed reduced - vibration
2021-07-09,A,MC-09,OP-019,BATCH-2024-0323,LOT-2022-456,506,14.096,Brake Pad Type B,,11.4,Machine fault,,LINE-6,Tooling replaced mid-shift
2024-07-04,A,MC-15,OP-007,BATCH-2024-0342,LOT-2023-339,437,10.203,CV Joint,,0.0,Mould repair,16.0,LINE-6,Tooling replaced mid-shift
2023-03-01,B,MC-04,OP-008,BATCH-2023-0167,LOT-2022-313,475,14.028,CV Joint,441.0,,Mould repair,21.0,LINE-2,Customer priority
2022-05-22,A,MC-10,OP-010,BATCH-2021-0062,LOT-2023-230,379,11.501,Wheel Hub Assy,,0.0,,21.0,LINE-1,Customer priority
2021-07-20,B,MC-01,OP-016,BATCH-2023-0198,LOT-2024-082,290,6.678,Drum Brake Assy,,0.0,Mould repair,29.0,LINE-3,Speed reduced - vibration
2022-05-06,C,MC-05,OP-015,BATCH-2023-0180,LOT-2021-1728,310,10.433,Brake Shoe,441.0,0.0,Quality hold,28.0,LINE-1,Normal run
2023-02-19,B,MC-02,OP-018,BATCH-2021-0311,LOT-2024-620,379,14.55,Wheel Hub Assy,469.0,92.1,Material shortage,16.0,LINE-4,Normal run
2023-03-03,C,MC-12,OP-029,BATCH-2023-0139,LOT-2023-306,447,12.807,CV Joint,381.0,0.0,Tool change,,LINE-1,Tooling replaced mid-shift
2024-06-08,B,MC-07,OP-006,BATCH-2021-0452,LOT-2023-1674,513,11.341,Brake Pad Type B,490.0,0.0,Tool change,24.0,LINE-5,Tooling replaced mid-shift
2021-02-20,B,MC-08,OP-015,BATCH-2022-0153,LOT-2023-1662,323,8.237,Disc Brake Caliper,499.0,0.0,Operator break,4.0,LINE-6,Speed reduced - vibration
2021-07-23,C,MC-08,OP-017,BATCH-2022-0200,LOT-2023-1256,453,9.606,ABS Sensor Ring,397.0,0.0,Power outage,5.0,LINE-3,Tooling replaced mid-shift
2024-06-20,A,MC-07,OP-030,BATCH-2023-0062,LOT-2024-1896,521,9.002,Brake Pad Type B,,0.0,,17.0,LINE-5,
2022-06-23,C,MC-01,OP-019,BATCH-2021-0476,LOT-2023-154,338,12.841,Brake Shoe,430.0,0.0,Power outage,18.0,LINE-1,Tooling replaced mid-shift
2023-12-20,B,MC-06,OP-009,BATCH-2021-0445,LOT-2024-104,474,10.357,Disc Brake Caliper,440.0,152.4,Machine fault,19.0,LINE-2,Tooling replaced mid-shift
2023-10-26,B,MC-01,OP-012,BATCH-2021-0312,LOT-2021-037,423,9.395,Drum Brake Assy,494.0,0.0,Machine fault,11.0,LINE-4,Normal run
2021-12-30,A,MC-07,OP-018,BATCH-2023-0011,LOT-2023-874,373,11.02,Brake Disc,390.0,13.3,Quality hold,24.0,LINE-1,Customer priority
2021-02-23,A,MC-01,OP-020,BATCH-2024-0185,LOT-2024-1306,189,11.099,Clutch Plate,594.0,208.7,Tool change,,LINE-6,New mould trial
2024-03-23,A,MC-04,OP-003,BATCH-2021-0134,LOT-2021-901,490,11.46,Clutch Plate,434.0,152.3,Machine fault,,LINE-1,Normal run
2023-09-29,C,MC-08,OP-026,BATCH-2024-0098,LOT-2021-1989,422,12.649,Brake Pad Type A,379.0,146.3,Setup/changeover,29.0,LINE-1,New mould trial
2023-05-31,B,MC-06,OP-002,BATCH-2023-0477,LOT-2023-535,520,13.002,Brake Disc,493.0,,Machine fault,25.0,,
2022-09-17,C,MC-10,OP-017,BATCH-2022-0306,LOT-2022-505,459,11.541,Drum Brake Assy,490.0,0.0,Power outage,27.0,LINE-3,Normal run
2022-11-20,A,MC-14,OP-001,BATCH-2022-0342,LOT-2022-186,473,10.757,Clutch Plate,,0.0,Tool change,19.0,LINE-6,
2021-08-15,A,MC-06,OP-004,BATCH-2024-0118,LOT-2023-2481,429,14.753,CV Joint,375.0,26.6,Setup/changeover,2.0,LINE-4,Speed reduced - vibration
2022-04-10,C,MC-13,OP-023,BATCH-2024-0254,LOT-2022-1064,287,11.846,Brake Pad Type A,453.0,0.0,Machine fault,12.0,LINE-5,Tooling replaced mid-shift
2023-09-04,A,MC-08,OP-011,BATCH-2023-0433,LOT-2023-036,435,12.012,Drum Brake Assy,436.0,0.0,,24.0,LINE-2,New mould trial
2022-04-04,C,MC-09,OP-020,BATCH-2022-0255,LOT-2024-2044,554,8.138,Clutch Plate,400.0,19.2,Material shortage,5.0,LINE-1,Normal run
2023-07-10,A,MC-06,OP-022,BATCH-2024-0193,LOT-2021-299,410,8.049,Drum Brake Assy,439.0,0.0,Quality hold,4.0,LINE-3,Speed reduced - vibration
2021-12-26,B,MC-09,OP-024,BATCH-2024-0130,LOT-2022-1112,569,11.544,Disc Brake Caliper,463.0,0.0,Tool change,20.0,LINE-3,Customer priority
2024-07-11,C,MC-13,OP-005,BATCH-2021-0325,LOT-2022-2047,306,10.206,Brake Disc,427.0,0.0,,14.0,LINE-2,Normal run
2023-12-04,A,MC-15,OP-019,BATCH-2024-0024,LOT-2023-087,391,14.191,Wheel Hub Assy,483.0,0.0,Mould repair,7.0,LINE-3,New mould trial
2024-09-11,B,MC-10,OP-004,BATCH-2023-0197,LOT-2023-820,319,12.018,Clutch Plate,479.0,0.0,Machine fault,23.0,LINE-6,Tooling replaced mid-shift
2024-04-12,C,MC-09,OP-017,BATCH-2023-0481,LOT-2022-120,522,14.819,Brake Disc,389.0,0.0,Operator break,30.0,LINE-1,Rush order
2021-12-05,A,MC-04,OP-003,BATCH-2022-0166,LOT-2021-1011,347,8.859,Clutch Plate,435.0,0.0,Tool change,20.0,LINE-2,Normal run
2022-01-21,B,MC-06,OP-015,BATCH-2021-0262,LOT-2023-2160,461,13.573,Brake Pad Type B,445.0,0.0,Power outage,3.0,LINE-4,Speed reduced - vibration
2022-02-01,B,MC-07,OP-012,BATCH-2021-0035,LOT-2024-174,391,11.819,Clutch Plate,399.0,26.2,Tool change,29.0,LINE-3,Customer priority
2023-06-18,B,MC-01,OP-029,BATCH-2022-0401,LOT-2024-129,608,8.124,Brake Shoe,461.0,0.0,Machine fault,5.0,LINE-2,Customer priority
2022-11-09,B,MC-02,OP-013,BATCH-2022-0485,LOT-2021-289,602,11.514,Drum Brake Assy,438.0,73.3,Material shortage,8.0,LINE-1,Customer priority
2021-01-28,B,MC-12,OP-004,BATCH-2023-0394,LOT-2022-010,387,11.121,ABS Sensor Ring,532.0,143.9,Hydraulic issue,13.0,LINE-5,Speed reduced - vibration
2024-02-13,B,MC-12,OP-019,BATCH-2024-0012,LOT-2021-484,220,14.72,Brake Pad Type B,364.0,,Power outage,1.0,LINE-5,New mould trial
2024-01-25,B,MC-03,OP-021,BATCH-2023-0061,LOT-2022-443,396,10.599,Brake Shoe,485.0,,Power outage,9.0,LINE-1,Normal run
2024-04-13,A,MC-07,OP-022,BATCH-2023-0046,LOT-2021-279,276,12.471,Wheel Hub Assy,571.0,204.2,Operator break,1.0,LINE-3,Tooling replaced mid-shift
2023-04-07,B,MC-10,OP-011,BATCH-2024-0232,LOT-2021-311,297,11.898,Brake Pad Type B,410.0,0.0,Operator break,9.0,LINE-6,Speed reduced - vibration
2024-10-06,C,MC-11,OP-020,BATCH-2024-0301,LOT-2022-1478,458,11.54,Brake Pad Type B,411.0,0.0,Quality hold,20.0,LINE-6,Customer priority
2021-12-23,A,MC-01,OP-007,BATCH-2022-0266,LOT-2024-1744,463,15.289,Wheel Hub Assy,438.0,217.0,Material shortage,18.0,LINE-6,Customer priority
2021-10-23,C,MC-06,OP-007,BATCH-2022-0078,LOT-2023-400,484,8.784,Disc Brake Caliper,392.0,44.5,Hydraulic issue,6.0,LINE-4,Speed reduced - vibration
2021-03-24,C,MC-01,OP-012,BATCH-2024-0204,LOT-2023-339,462,14.617,Clutch Plate,471.0,122.0,Power outage,15.0,LINE-3,Customer priority
2023-11-04,C,MC-02,OP-028,BATCH-2022-0003,LOT-2023-1677,391,11.499,Brake Shoe,374.0,0.0,Setup/changeover,18.0,LINE-4,Normal run
2021-05-24,A,MC-01,OP-009,BATCH-2024-0465,LOT-2021-366,474,13.353,Disc Brake Caliper,422.0,0.0,Hydraulic issue,17.0,LINE-2,Rush order
2023-09-27,B,MC-11,OP-006,BATCH-2021-0393,LOT-2021-930,377,12.058,Brake Pad Type A,423.0,0.0,Operator break,29.0,LINE-5,Speed reduced - vibration
2022-03-16,C,MC-06,OP-027,BATCH-2024-0242,LOT-2021-518,414,15.909,Brake Pad Type A,435.0,,Hydraulic issue,22.0,LINE-1,Normal run
2022-07-25,C,MC-11,OP-007,BATCH-2022-0016,LOT-2024-1118,387,10.14,Clutch Plate,494.0,224.1,Material shortage,25.0,LINE-4,Customer priority
2024-01-21,B,MC-05,OP-017,BATCH-2024-0266,LOT-2022-1766,403,10.136,Brake Pad Type B,529.0,0.0,Quality hold,4.0,LINE-2,New mould trial
2022-06-05,B,MC-02,OP-030,BATCH-2022-0419,LOT-2022-689,547,10.239,Clutch Plate,338.0,203.2,Machine fault,26.0,LINE-5,Tooling replaced mid-shift
2023-04-15,A,MC-02,OP-014,BATCH-2024-0407,LOT-2021-1810,510,10.062,Brake Shoe,497.0,0.0,Tool change,3.0,,New mould trial
